Player,Span,Team,Country,SR,Bowling Style,Runs,HS,Bat Av,100,Wkts,BBI,Bowl Av,5,Ct,St,Ave Diff
JM Bairstow,2025-2025,Rajasthan Royals,England,141.8,,5895,116,30.70,5,-,-,-,-,131.0,16.0,-
MJ Santner,2025-2025,Rajasthan Royals,New Zealand,129.7,Orthodox,2451,92*,22.48,0,247,4/11,23.82,0,92.0,0.0,-1.33
Mujeeb Ur Rahman,2025-2025,Rajasthan Royals,Afghanistan,104.2,Offbreak,410,34,8.72,0,293,5/15,23.64,2,50.0,0.0,-14.92
PVSN Raju,2025-2025,Rajasthan Royals,Mumbai Indians,100.0,Medium,,,,,,,,,,,
R Minz,2025-2025,Rajasthan Royals,Mumbai Indians,40.0,Orthodox,,,,,,,,,,,
RA Bawa,2025-2025,Rajasthan Royals,Punjab Kings,134.2,Medium,316,61,24.30,0,22,3/28,20.40,0,9.0,0.0,3.89
RD Rickelton,2025-2025,Rajasthan Royals,South Africa,146.7,,3553,103*,29.60,1,1,1/14,14.00,0,84.0,13.0,15.60
RJ Gleeson,2025-2025,Rajasthan Royals,England,70.8,Medium,65,8,4.64,0,149,5/33,23.55,1,25.0,0.0,-18.90
RJW Topley,2025-2025,Rajasthan Royals,England,96.2,Medium,122,14*,12.20,0,240,4/20,23.37,0,41.0,0.0,-11.17
V Puthur,2025-2025,Rajasthan Royals,Mumbai Indians,,,,,,,,,,,,,
WG Jacks,2025-2025,Rajasthan Royals,England,155.6,Offbreak,6120,108*,29.00,5,80,4/15,22.68,0,112.0,0.0,6.31
A Zampa,2016-2017,Rising Pune Supergiants,Australia,86.5,Legbreak,310,23,5.96,0,386,6/19,21.53,3,43.0,0.0,-15.57
AB Dinda,2016-2017,Rising Pune Supergiants,India,66.2,Medium,110,22,5.23,0,151,4/13,25.31,0,23.0,0.0,-20.07
AM Rahane,2016-2017,Rising Pune Supergiants,India,125.0,Medium,7242,105*,29.92,2,1,1/5,5.00,0,120.0,0.0,24.92
Ankit Sharma,2016-2017,Rising Pune Supergiants,Deccan Chargers,113.1,Orthodox,475,41,13.57,0,63,3/18,28.61,0,18.0,0.0,-15.04
DL Chahar,2016-2017,Rising Pune Supergiants,India,145.9,Medium,462,55*,14.43,0,184,6/7,24.85,2,32.0,0.0,-10.42
F du Plessis,2016-2017,Rising Pune Supergiants,South Africa,139.2,Legbreak,11906,120*,32.88,8,50,5/19,18.34,2,211.0,0.0,14.54
GJ Bailey,2016-2016,Rising Pune Supergiants,Australia,129.5,Medium,4127,89*,28.86,0,0,-,-,0,84.0,0.0,-
I Sharma,2016-2016,Rising Pune Supergiants,India,83.3,Medium,67,10*,8.37,0,155,5/12,31.79,1,33.0,0.0,-23.41
IK Pathan,2016-2016,Rising Pune Supergiants,India,117.8,Medium,2020,65*,22.95,0,173,5/13,26.40,1,44.0,0.0,-3.45
JA Morkel,2016-2016,Rising Pune Supergiants,South Africa,139.2,Medium,4248,73*,26.38,0,248,4/25,25.43,0,71.0,0.0,0.95
KP Pietersen,2016-2016,Rising Pune Supergiants,England,134.9,Offbreak,5695,115*,33.89,3,17,3/33,31.41,0,66.0,0.0,2.48
M Ashwin,2016-2016,Rising Pune Supergiants,Rising Pune Supergiants,106.0,Legbreak,,,,,,,,,,,
MR Marsh,2016-2016,Rising Pune Supergiants,Australia,136.5,Medium,5222,117,32.43,2,85,4/6,25.75,0,81.0,0.0,6.68
MS Dhoni,2016-2017,Rising Pune Supergiants,India,135.0,Medium,7628,84*,37.57,0,0,-,-,0,230.0,92.0,-
NLTC Perera,2016-2016,Rising Pune Supergiants,Sri Lanka,152.1,Medium,4873,103*,21.09,1,282,5/26,27.15,2,160.0,0.0,-6.05
PSP Handscomb,2016-2016,Rising Pune Supergiants,Australia,117.2,,2120,103*,22.55,1,-,-,-,-,65.0,15.0,-
R Ashwin,2016-2016,Rising Pune Supergiants,India,129.8,Offbreak,1233,50,14.50,0,317,4/8,26.94,0,79.0,0.0,-12.44
R Bhatia,2016-2017,Rising Pune Supergiants,Delhi Daredevils,113.3,Medium,1251,107*,21.56,1,111,4/15,27.20,0,46.0,0.0,-5.63
RP Singh,2016-2016,Rising Pune Supergiants,India,83.0,Medium,108,18,4.32,0,146,5/8,24.91,1,42.0,0.0,-20.59
SM Boland,2016-2016,Rising Pune Supergiants,Australia,87.7,Medium,71,10,10.14,0,78,4/30,25.70,0,8.0,0.0,-15.56
SPD Smith,2016-2017,Rising Pune Supergiants,Australia,130.6,Legbreak,5943,125*,31.95,4,54,4/13,19.55,0,149.0,0.0,12.39
SS Tiwary,2016-2016,Rising Pune Supergiants,Mumbai Indians,120.5,,3454,69,29.02,0,0,-,-,0,68.0,0.0,-
UT Khawaja,2016-2016,Rising Pune Supergiants,Australia,133.2,Offbreak,3292,109*,30.20,3,-,-,-,-,29.0,0.0,-
BA Stokes,2017-2017,Rising Pune Supergiants,England,136.4,Medium,3027,107*,24.41,2,93,4/16,30.91,0,74.0,0.0,-6.50
DT Christian,2017-2017,Rising Pune Supergiants,Australia,137.9,Medium,5848,129,22.66,2,281,5/14,28.95,2,186.0,0.0,-6.28
Imran Tahir,2017-2017,Rising Pune Supergiants,South Africa,101.3,Legbreak,387,23,8.79,0,567,5/21,19.53,5,107.0,0.0,-10.74
JD Unadkat,2017-2017,Rising Pune Supergiants,India,117.9,Medium,562,58*,15.61,0,245,5/25,23.81,2,61.0,0.0,-8.20
LH Ferguson,2017-2017,Rising Pune Supergiants,New Zealand,116.2,Fast,288,30,11.07,0,228,5/21,22.32,1,52.0,0.0,-11.24
MA Agarwal,2017-2017,Rising Pune Supergiants,Royal Challengers Bangalore,132.8,,5012,111,25.70,2,0,-,-,0,93.0,0.0,-
MK Tiwary,2017-2017,Rising Pune Supergiants,India,114.9,Legbreak,3436,75*,28.39,0,34,4/23,26.55,0,94.0,0.0,1.83
RA Tripathi,2017-2017,Rising Pune Supergiants,India,139.0,Medium,3644,93,25.30,0,12,5/27,23.75,1,71.0,0.0,1.55
RD Chahar,2017-2017,Rising Pune Supergiants,India,102.7,Legbreak,241,25*,9.64,0,136,5/14,26.12,1,44.0,0.0,-16.48
SN Thakur,2017-2017,Rising Pune Supergiants,India,145.4,Medium,459,68,10.92,0,202,4/25,26.92,0,54.0,0.0,-15.99
Washington Sundar,2017-2017,Rising Pune Supergiants,India,128.9,Offbreak,1428,54*,19.56,0,115,3/10,28.90,0,46.0,0.0,-9.34
A Symonds,2008-2010,Royal Challengers Bangalore,Australia,135.6,Medium,2141,117*,32.43,2,52,5/18,31.86,1,42.0,0.0,0.57
AC Gilchrist,2008-2010,Royal Challengers Bangalore,Australia,139.2,Offbreak,2622,109*,27.03,3,1,1/0,0.00,0,74.0,22.0,27.03
AS Yadav,2008-2008,Royal Challengers Bangalore,Deccan Chargers,125.6,Offbreak,198,44,14.14,0,-,-,-,-,2.0,0.0,-
D Kalyankrishna,2008-2008,Royal Challengers Bangalore,Deccan Chargers,37.5,Medium,10,5,2.00,0,11,4/16,32.09,0,3.0,0.0,-30.09
DB Ravi Teja,2008-2012,Royal Challengers Bangalore,Deccan Chargers,118.3,Legbreak,1618,101*,26.09,1,6,1/0,27.50,0,30.0,0.0,-1.40
DNT Zoysa,2008-2008,Royal Challengers Bangalore,Deccan Chargers,122.2,Medium,203,41,20.30,0,21,4/10,17.90,0,1.0,0.0,2.39
DP Vijaykumar,2008-2008,Royal Challengers Bangalore,Deccan Chargers,100.0,Medium,12,6,6.00,0,10,2/16,46.60,0,2.0,0.0,-40.59
H Das,2008-2008,Royal Challengers Bangalore,Deccan Chargers,40.0,,184,59*,18.40,0,-,-,-,-,13.0,7.0,-
HH Gibbs,2008-2010,Royal Challengers Bangalore,South Africa,118.1,,3895,101*,25.29,1,-,-,-,-,76.0,0.0,-
LPC Silva,2008-2008,Royal Challengers Bangalore,Sri Lanka,105.6,Legbreak,1879,110*,25.73,1,1,1/4,36.00,0,38.0,0.0,-10.26
PM Sarvesh Kumar,2008-2008,Royal Challengers Bangalore,Deccan Chargers,50.0,Medium,1,1*,-,0,1,1/18,42.00,0,0.0,0.0,-
PP Ojha,2008-2011,Royal Challengers Bangalore,India,52.8,Orthodox,75,11*,4.16,0,156,4/15,22.38,0,21.0,0.0,-18.21
RG Sharma,2008-2010,Royal Challengers Bangalore,India,135.0,Offbreak,12248,121*,30.85,8,29,4/6,28.62,0,175.0,0.0,2.23
RP Singh,2008-2010,Royal Challengers Bangalore,India,83.0,Medium,108,18,4.32,0,146,5/8,24.91,1,42.0,0.0,-20.59
SB Bangar,2008-2008,Royal Challengers Bangalore,Deccan Chargers,84.5,Medium,381,67,15.24,0,31,5/16,22.87,1,6.0,0.0,-7.63
SB Styris,2008-2009,Royal Challengers Bangalore,New Zealand,118.9,Medium,4020,106*,25.76,2,125,3/5,29.09,0,47.0,0.0,-3.32
Shahid Afridi,2008-2008,Royal Challengers Bangalore,Pakistan,152.3,Legbreak,4399,101,18.25,1,347,5/7,22.78,2,97.0,0.0,-4.53
VVS Laxman,2008-2010,Royal Challengers Bangalore,Deccan Chargers,107.8,Offbreak,491,78*,22.31,0,-,-,-,-,4.0,0.0,-
WPUJC Vaas,2008-2010,Royal Challengers Bangalore,Sri Lanka,100.0,Medium,672,73,18.16,0,64,3/16,19.96,0,8.0,0.0,-1.80
Y Venugopal Rao,2008-2010,Royal Challengers Bangalore,Deccan Chargers,119.6,Offbreak,1390,71*,23.55,0,8,2/23,56.00,0,17.0,0.0,-32.44
AA Bilakhia,2009-2010,Royal Challengers Bangalore,Deccan Chargers,81.2,Medium,377,80*,23.56,0,-,-,-,-,4.0,0.0,-
DR Smith,2009-2010,Royal Challengers Bangalore,West Indies,126.3,Medium,7870,110*,26.23,5,110,4/8,27.99,0,141.0,0.0,-1.75
FH Edwards,2009-2009,Royal Challengers Bangalore,West Indies,94.9,Fast,124,11*,6.52,0,112,5/22,27.67,1,14.0,0.0,-21.15
Harmeet Singh,2009-2011,Royal Challengers Bangalore,United States of America,122.9,Medium,382,38,11.57,0,56,4/18,23.71,0,15.0,0.0,-12.13
Jaskaran Singh,2009-2010,Royal Challengers Bangalore,Canada,166.2,Medium,1,1,1.00,0,5,3/27,27.20,0,0.0,0.0,-26.19
RJ Harris,2009-2010,Royal Challengers Bangalore,Australia,107.4,Fast,239,31,10.86,0,81,4/34,21.54,0,23.0,0.0,-10.67
Shoaib Ahmed,2009-2009,Royal Challengers Bangalore,Cyprus,101.1,Medium,103,50*,34.33,0,-,-,-,-,4.0,0.0,-
TL Suman,2009-2010,Royal Challengers Bangalore,Deccan Chargers,115.5,Offbreak,1546,100,24.53,1,17,2/14,33.11,0,21.0,0.0,-8.57
Anirudh Singh,2010-2010,Royal Challengers Bangalore,Deccan Chargers,95.5,Medium,97,40,10.77,0,-,-,-,-,6.0,0.0,-
B Sumanth,2010-2010,Royal Challengers Bangalore,Deccan Chargers,94.6,Medium,249,60*,27.66,0,0,-,-,0,9.0,0.0,-
KAJ Roach,2010-2010,Royal Challengers Bangalore,West Indies,113.5,Fast,59,12,7.37,0,28,3/18,43.89,0,18.0,0.0,-36.51
MD Mishra,2010-2010,Royal Challengers Bangalore,Deccan Chargers,113.9,Offbreak,899,84,20.43,0,-,-,-,-,14.0,0.0,-
MR Marsh,2010-2010,Royal Challengers Bangalore,Australia,136.5,Medium,5222,117,32.43,2,85,4/6,25.75,0,81.0,0.0,6.68
R Sharma,2010-2010,Royal Challengers Bangalore,India,115.6,Legbreak,131,14*,5.03,0,80,5/23,23.57,1,20.0,0.0,-18.53
A Mishra,2011-2012,Royal Challengers Bangalore,India,89.7,Legbreak,808,49,13.69,0,285,5/17,22.28,2,44.0,0.0,-8.58
Anand Rajan,2011-2012,Royal Challengers Bangalore,Deccan Chargers,,Medium,11,8,11.00,0,47,4/26,16.68,0,16.0,0.0,-5.68
B Chipli,2011-2012,Royal Challengers Bangalore,Royal Challengers Bangalore,111.6,Medium,453,61*,21.57,0,1,1/24,44.00,0,4.0,0.0,-22.42
CL White,2011-2012,Royal Challengers Bangalore,Australia,121.1,Legbreak,5469,141*,30.72,2,26,4/10,27.23,0,98.0,0.0,3.49
DT Christian,2011-2012,Royal Challengers Bangalore,Australia,137.9,Medium,5848,129,22.66,2,281,5/14,28.95,2,186.0,0.0,-6.28
DW Steyn,2011-2012,Royal Challengers Bangalore,South Africa,107.1,Fast,313,27*,8.45,0,263,4/9,22.00,0,55.0,0.0,-13.54
I Malhotra,2011-2011,Royal Challengers Bangalore,Deccan Chargers,175.0,Medium,104,28,14.85,0,4,2/14,33.50,0,2.0,0.0,-18.64
I Sharma,2011-2011,Royal Challengers Bangalore,India,83.3,Medium,67,10*,8.37,0,155,5/12,31.79,1,33.0,0.0,-23.41
IR Jaggi,2011-2012,Royal Challengers Bangalore,Deccan Chargers,93.5,Legbreak,1750,108*,34.31,1,2,1/13,41.50,0,21.0,0.0,-7.18
JP Duminy,2011-2012,Royal Challengers Bangalore,South Africa,123.5,Offbreak,6397,99*,37.19,0,78,4/17,30.41,0,113.0,0.0,6.78
KC Sangakkara,2011-2012,Royal Challengers Bangalore,Sri Lanka,124.8,Offbreak,6937,94,29.27,0,-,-,-,-,167.0,60.0,-
KH Devdhar,2011-2011,Royal Challengers Bangalore,Baroda,124.2,,2282,100,30.83,1,-,-,-,-,34.0,3.0,-
MJ Lumb,2011-2011,Royal Challengers Bangalore,England,135.4,Medium,4972,124*,24.01,1,3,3/32,21.66,0,72.0,0.0,2.35
MS Gony,2011-2012,Royal Challengers Bangalore,Chennai Super Kings,139.4,Medium,501,42,13.54,0,97,4/16,25.17,0,17.0,0.0,-11.63
S Dhawan,2011-2012,Royal Challengers Bangalore,India,126.8,Offbreak,9797,106*,32.98,2,4,1/7,16.50,0,136.0,0.0,16.48
S Sohal,2011-2011,Royal Challengers Bangalore,United States of America,122.5,Legbreak,573,62,18.48,0,-,-,-,-,6.0,0.0,-
A Ashish Reddy,2012-2012,Royal Challengers Bangalore,Sunrisers Hyderabad,142.9,Medium,637,37,13.55,0,57,4/22,22.01,0,22.0,0.0,-8.46
AA Jhunjhunwala,2012-2012,Royal Challengers Bangalore,Rajasthan Royals,103.3,Offbreak,472,54*,18.15,0,3,1/5,57.33,0,20.0,0.0,-39.17
Ankit Sharma,2012-2012,Royal Challengers Bangalore,Deccan Chargers,113.1,Orthodox,475,41,13.57,0,63,3/18,28.61,0,18.0,0.0,-15.04
BB Samantray,2012-2012,Royal Challengers Bangalore,Sunrisers Hyderabad,97.2,,1146,102,20.10,1,28,3/9,28.39,0,21.0,0.0,-8.28
CA Lynn,2012-2012,Royal Challengers Bangalore,Australia,143.8,Orthodox,8526,113*,32.91,6,3,2/15,31.00,0,72.0,0.0,1.91
DJ Harris,2012-2012,Royal Challengers Bangalore,Adelaide Strikers,113.9,Medium,1965,108*,29.77,1,21,3/18,24.61,0,30.0,0.0,5.15
J Theron,2012-2012,Royal Challengers Bangalore,South Africa,119.4,Medium,237,31*,9.87,0,147,4/27,22.59,0,35.0,0.0,-12.72
PA Patel,2012-2012,Royal Challengers Bangalore,India,120.5,,4300,82,22.87,0,-,-,-,-,113.0,31.0,-
PA Reddy,2012-2012,Royal Challengers Bangalore,Deccan Chargers,102.5,Legbreak,1468,105*,24.06,1,0,-,-,0,16.0,0.0,-
T Mishra,2012-2012,Royal Challengers Bangalore,Kenya,86.3,Medium,421,68,16.84,0,3,3/25,19.33,0,7.0,0.0,-2.49
TP Sudhindra,2012-2012,Royal Challengers Bangalore,Deccan Chargers,,Fast,75,13*,12.50,0,35,5/30,20.48,1,9.0,0.0,-7.98
V Pratap Singh,2012-2012,Royal Challengers Bangalore,Deccan Chargers,0.0,Medium,8,8,8.00,0,2,1/23,27.50,0,1.0,0.0,-19.49
AD Nath,2016-2017,Sunrisers Hyderabad,Gujarat Lions,92.0,Medium,,,,,,,,,,,
AJ Finch,2016-2017,Sunrisers Hyderabad,Australia,138.1,Orthodox,11458,172,33.60,8,7,1/9,52.71,0,164.0,0.0,-19.11
BB McCullum,2016-2017,Sunrisers Hyderabad,New Zealand,135.1,Medium,9922,158*,29.97,7,0,-,-,0,153.0,14.0,-
DJ Bravo,2016-2016,Sunrisers Hyderabad,West Indies,126.3,Medium,6970,70*,22.33,0,631,5/23,24.40,2,275.0,0.0,-2.06
DR Smith,2016-2017,Sunrisers Hyderabad,West Indies,126.3,Medium,7870,110*,26.23,5,110,4/8,27.99,0,141.0,0.0,-1.75
DS Kulkarni,2016-2017,Sunrisers Hyderabad,India,92.5,Medium,225,28*,10.71,0,154,4/14,27.99,0,35.0,0.0,-17.27
DW Steyn,2016-2016,Sunrisers Hyderabad,South Africa,107.1,Fast,313,27*,8.45,0,263,4/9,22.00,0,55.0,0.0,-13.54
ER Dwivedi,2016-2016,Sunrisers Hyderabad,Gujarat Lions,171.4,,923,89,34.18,0,-,-,-,-,26.0,9.0,-
Ishan Kishan,2016-2017,Sunrisers Hyderabad,India,134.6,,5270,113*,28.79,4,0,-,-,0,114.0,14.0,-
JP Faulkner,2016-2017,Sunrisers Hyderabad,Australia,126.6,Medium,1953,73,21.46,0,262,5/16,22.80,3,69.0,0.0,-1.33
KD Karthik,2016-2017,Sunrisers Hyderabad,India,136.8,,7537,97*,27.01,0,1,1/10,28.00,0,236.0,72.0,-0.98
P Kumar,2016-2017,Sunrisers Hyderabad,India,108.4,Medium,687,76*,12.26,0,143,3/18,32.16,0,22.0,0.0,-19.89
PJ Sangwan,2016-2017,Sunrisers Hyderabad,Delhi Daredevils,64.4,Medium,262,29,11.90,0,104,3/13,26.05,0,34.0,0.0,-14.14
PV Tambe,2016-2016,Sunrisers Hyderabad,Rajasthan Royals,46.2,Legbreak,38,14*,9.50,0,70,4/15,22.35,0,12.0,0.0,-12.85
RA Jadeja,2016-2017,Sunrisers Hyderabad,India,130.6,Orthodox,3985,77*,26.39,0,235,5/16,30.85,1,141.0,0.0,-4.46
S Kaushik,2016-2017,Sunrisers Hyderabad,Gujarat Lions,0.0,Chinaman,0,0*,0.00,0,6,3/20,49.50,0,0.0,0.0,-49.49
S Ladda,2016-2016,Sunrisers Hyderabad,Delhi Daredevils,0.0,Legbreak,5,5,2.50,0,10,3/30,32.80,0,1.0,0.0,-30.29
SB Jakati,2016-2017,Sunrisers Hyderabad,Chennai Super Kings,96.6,Orthodox,,,,,,,,,,,
SK Raina,2016-2017,Sunrisers Hyderabad,India,137.7,Offbreak,8654,126*,32.17,4,54,4/26,34.66,0,172.0,0.0,-2.49
AJ Tye,2017-2017,Sunrisers Hyderabad,Australia,128.1,Medium,741,44,12.77,0,342,5/17,21.33,3,87.0,0.0,-8.56
Ankit Soni,2017-2017,Sunrisers Hyderabad,Gujarat Lions,77.8,Legbreak,7,7*,3.50,0,2,1/16,72.00,0,1.0,0.0,-68.49
Basil Thampi,2017-2017,Sunrisers Hyderabad,Gujarat Lions,91.4,Medium,73,22,9.12,0,90,4/15,28.12,0,18.0,0.0,-18.99
IK Pathan,2017-2017,Sunrisers Hyderabad,India,117.8,Medium,2020,65*,22.95,0,173,5/13,26.40,1,44.0,0.0,-3.45
JJ Roy,2017-2017,Sunrisers Hyderabad,England,140.0,,10554,145*,27.20,6,1,1/23,39.00,0,202.0,0.0,-11.79
MM Patel,2017-2017,Sunrisers Hyderabad,India,80.0,Medium,47,23*,5.87,0,104,5/21,24.49,1,21.0,0.0,-18.61
MS Gony,2017-2017,Sunrisers Hyderabad,Chennai Super Kings,139.4,Medium,501,42,13.54,0,97,4/16,25.17,0,17.0,0.0,-11.63
NB Singh,2017-2017,Sunrisers Hyderabad,Gujarat Lions,,Medium,1,1*,0.50,0,30,4/13,12.46,0,2.0,0.0,-11.96
SS Agarwal,2017-2017,Sunrisers Hyderabad,Gujarat Lions,100.0,Legbreak,220,51,31.42,0,32,5/13,15.84,1,6.0,0.0,15.58
Tejas Baroka,2017-2017,Sunrisers Hyderabad,Gujarat Lions,,Legbreak,1,1*,-,0,0,-,-,0,0.0,0.0,-
