Player,Span,Team,Record Type,StartYear,EndYear
Shoaib Malik,2008-2008,Kolkata Knight Riders,Bowling,2008,2008
R Bhatia,2008-2010,Kolkata Knight Riders,Batting,2008,2010
AB de Villiers,2008-2010,Kolkata Knight Riders,Batting,2008,2010
TM Dilshan,2008-2010,Kolkata Knight Riders,Batting,2008,2010
MF Maharoof,2008-2010,Kolkata Knight Riders,Batting,2008,2010
VY Mahesh,2008-2010,Kolkata Knight Riders,Batting,2008,2010
M Manhas,2008-2010,Kolkata Knight Riders,Batting,2008,2010
PJ Sangwan,2008-2010,Kolkata Knight Riders,Batting,2008,2010
DL Vettori,2008-2010,Kolkata Knight Riders,Batting,2008,2010
R Bhatia,2008-2010,Kolkata Knight Riders,Bowling,2008,2010
AB de Villiers,2008-2010,Kolkata Knight Riders,Bowling,2008,2010
TM Dilshan,2008-2010,Kolkata Knight Riders,Bowling,2008,2010
MF Maharoof,2008-2010,Kolkata Knight Riders,Bowling,2008,2010
VY Mahesh,2008-2010,Kolkata Knight Riders,Bowling,2008,2010
M Manhas,2008-2010,Kolkata Knight Riders,Bowling,2008,2010
PJ Sangwan,2008-2010,Kolkata Knight Riders,Bowling,2008,2010
DL Vettori,2008-2010,Kolkata Knight Riders,Bowling,2008,2010
V Sehwag,2008-2013,Kolkata Knight Riders,Batting,2008,2013
V Sehwag,2008-2013,Kolkata Knight Riders,Bowling,2008,2013
KD Karthik,2008-2014,Kolkata Knight Riders,Batting,2008,2014
KD Karthik,2008-2014,Kolkata Knight Riders,Bowling,2008,2014
MK Tiwary,2008-2015,Kolkata Knight Riders,Batting,2008,2015
MK Tiwary,2008-2015,Kolkata Knight Riders,Bowling,2008,2015
G Gambhir,2008-2018,Kolkata Knight Riders,Batting,2008,2018
G Gambhir,2008-2018,Kolkata Knight Riders,Bowling,2008,2018
S Dhawan,2008-2021,Kolkata Knight Riders,Batting,2008,2021
A Mishra,2008-2021,Kolkata Knight Riders,Batting,2008,2021
S Dhawan,2008-2021,Kolkata Knight Riders,Bowling,2008,2021
A Mishra,2008-2021,Kolkata Knight Riders,Bowling,2008,2021
DP Nannes,2009-2010,Kolkata Knight Riders,Batting,2009,2010
DP Nannes,2009-2010,Kolkata Knight Riders,Bowling,2009,2010
AB McDonald,2009-2011,Kolkata Knight Riders,Batting,2009,2011
AM Salvi,2009-2011,Kolkata Knight Riders,Batting,2009,2011
AB McDonald,2009-2011,Kolkata Knight Riders,Bowling,2009,2011
AM Salvi,2009-2011,Kolkata Knight Riders,Bowling,2009,2011
Y Nagar,2009-2012,Kolkata Knight Riders,Batting,2009,2012
Y Nagar,2009-2012,Kolkata Knight Riders,Bowling,2009,2012
A Nehra,2009-2013,Kolkata Knight Riders,Batting,2009,2013
A Nehra,2009-2013,Kolkata Knight Riders,Bowling,2009,2013
DA Warner,2009-2024,Kolkata Knight Riders,Batting,2009,2024
DA Warner,2009-2024,Kolkata Knight Riders,Bowling,2009,2024
S Ladda,2010-2010,Kolkata Knight Riders,Batting,2010,2010
PD Collingwood,2010-2010,Kolkata Knight Riders,Batting,2010,2010
MC Henriques,2010-2010,Kolkata Knight Riders,Batting,2010,2010
S Ladda,2010-2010,Kolkata Knight Riders,Bowling,2010,2010
PD Collingwood,2010-2010,Kolkata Knight Riders,Bowling,2010,2010
MC Henriques,2010-2010,Kolkata Knight Riders,Bowling,2010,2010
UT Yadav,2010-2013,Kolkata Knight Riders,Batting,2010,2013
UT Yadav,2010-2013,Kolkata Knight Riders,Bowling,2010,2013
KM Jadhav,2010-2015,Kolkata Knight Riders,Batting,2010,2015
KM Jadhav,2010-2015,Kolkata Knight Riders,Bowling,2010,2015
TR Birt,2011-2011,Kolkata Knight Riders,Batting,2011,2011
AB Dinda,2011-2011,Kolkata Knight Riders,Batting,2011,2011
JR Hopes,2011-2011,Kolkata Knight Riders,Batting,2011,2011
S Sriram,2011-2011,Kolkata Knight Riders,Batting,2011,2011
MS Wade,2011-2011,Kolkata Knight Riders,Batting,2011,2011
TR Birt,2011-2011,Kolkata Knight Riders,Bowling,2011,2011
AB Dinda,2011-2011,Kolkata Knight Riders,Bowling,2011,2011
JR Hopes,2011-2011,Kolkata Knight Riders,Bowling,2011,2011
S Sriram,2011-2011,Kolkata Knight Riders,Bowling,2011,2011
MS Wade,2011-2011,Kolkata Knight Riders,Bowling,2011,2011
VR Aaron,2011-2012,Kolkata Knight Riders,Batting,2011,2012
AJ Finch,2011-2012,Kolkata Knight Riders,Batting,2011,2012
VR Aaron,2011-2012,Kolkata Knight Riders,Bowling,2011,2012
AJ Finch,2011-2012,Kolkata Knight Riders,Bowling,2011,2012
AB Agarkar,2011-2013,Kolkata Knight Riders,Batting,2011,2013
UBT Chand,2011-2013,Kolkata Knight Riders,Batting,2011,2013
M Morkel,2011-2013,Kolkata Knight Riders,Batting,2011,2013
IK Pathan,2011-2013,Kolkata Knight Riders,Batting,2011,2013
RE van der Merwe,2011-2013,Kolkata Knight Riders,Batting,2011,2013
Y Venugopal Rao,2011-2013,Kolkata Knight Riders,Batting,2011,2013
AB Agarkar,2011-2013,Kolkata Knight Riders,Bowling,2011,2013
UBT Chand,2011-2013,Kolkata Knight Riders,Bowling,2011,2013
M Morkel,2011-2013,Kolkata Knight Riders,Bowling,2011,2013
IK Pathan,2011-2013,Kolkata Knight Riders,Bowling,2011,2013
RE van der Merwe,2011-2013,Kolkata Knight Riders,Bowling,2011,2013
Y Venugopal Rao,2011-2013,Kolkata Knight Riders,Bowling,2011,2013
S Nadeem,2011-2018,Kolkata Knight Riders,Batting,2011,2018
NV Ojha,2011-2018,Kolkata Knight Riders,Batting,2011,2018
S Nadeem,2011-2018,Kolkata Knight Riders,Bowling,2011,2018
NV Ojha,2011-2018,Kolkata Knight Riders,Bowling,2011,2018
CA Ingram,2011-2019,Kolkata Knight Riders,Batting,2011,2019
CA Ingram,2011-2019,Kolkata Knight Riders,Bowling,2011,2019
DAJ Bracewell,2012-2012,Kolkata Knight Riders,Batting,2012,2012
Sunny Gupta,2012-2012,Kolkata Knight Riders,Batting,2012,2012
DAJ Bracewell,2012-2012,Kolkata Knight Riders,Bowling,2012,2012
Sunny Gupta,2012-2012,Kolkata Knight Riders,Bowling,2012,2012
DPMD Jayawardene,2012-2013,Kolkata Knight Riders,Batting,2012,2013
AD Russell,2012-2013,Kolkata Knight Riders,Batting,2012,2013
DPMD Jayawardene,2012-2013,Kolkata Knight Riders,Bowling,2012,2013
AD Russell,2012-2013,Kolkata Knight Riders,Bowling,2012,2013
KP Pietersen,2012-2014,Kolkata Knight Riders,Batting,2012,2014
LRPL Taylor,2012-2014,Kolkata Knight Riders,Batting,2012,2014
KP Pietersen,2012-2014,Kolkata Knight Riders,Bowling,2012,2014
LRPL Taylor,2012-2014,Kolkata Knight Riders,Bowling,2012,2014
P Negi,2012-2016,Kolkata Knight Riders,Batting,2012,2016
P Negi,2012-2016,Kolkata Knight Riders,Bowling,2012,2016
GJ Maxwell,2012-2018,Kolkata Knight Riders,Batting,2012,2018
GJ Maxwell,2012-2018,Kolkata Knight Riders,Bowling,2012,2018
J Botha,2013-2013,Kolkata Knight Riders,Batting,2013,2013
B Chipli,2013-2013,Kolkata Knight Riders,Batting,2013,2013
MC Juneja,2013-2013,Kolkata Knight Riders,Batting,2013,2013
BMAJ Mendis,2013-2013,Kolkata Knight Riders,Batting,2013,2013
BJ Rohrer,2013-2013,Kolkata Knight Riders,Batting,2013,2013
J Botha,2013-2013,Kolkata Knight Riders,Bowling,2013,2013
B Chipli,2013-2013,Kolkata Knight Riders,Bowling,2013,2013
MC Juneja,2013-2013,Kolkata Knight Riders,Bowling,2013,2013
BMAJ Mendis,2013-2013,Kolkata Knight Riders,Bowling,2013,2013
BJ Rohrer,2013-2013,Kolkata Knight Riders,Bowling,2013,2013
S Kaul,2013-2014,Kolkata Knight Riders,Batting,2013,2014
S Kaul,2013-2014,Kolkata Knight Riders,Bowling,2013,2014
CM Gautam,2013-2015,Kolkata Knight Riders,Batting,2013,2015
CM Gautam,2013-2015,Kolkata Knight Riders,Bowling,2013,2015
JDS Neesham,2014-2014,Kolkata Knight Riders,Batting,2014,2014
WD Parnell,2014-2014,Kolkata Knight Riders,Batting,2014,2014
R Sharma,2014-2014,Kolkata Knight Riders,Batting,2014,2014
LR Shukla,2014-2014,Kolkata Knight Riders,Batting,2014,2014
R Shukla,2014-2014,Kolkata Knight Riders,Batting,2014,2014
M Vijay,2014-2014,Kolkata Knight Riders,Batting,2014,2014
JDS Neesham,2014-2014,Kolkata Knight Riders,Bowling,2014,2014
WD Parnell,2014-2014,Kolkata Knight Riders,Bowling,2014,2014
R Sharma,2014-2014,Kolkata Knight Riders,Bowling,2014,2014
LR Shukla,2014-2014,Kolkata Knight Riders,Bowling,2014,2014
R Shukla,2014-2014,Kolkata Knight Riders,Bowling,2014,2014
M Vijay,2014-2014,Kolkata Knight Riders,Bowling,2014,2014
JD Unadkat,2014-2015,Kolkata Knight Riders,Batting,2014,2015
JD Unadkat,2014-2015,Kolkata Knight Riders,Bowling,2014,2015
MA Agarwal,2014-2016,Kolkata Knight Riders,Batting,2014,2016
NM Coulter-Nile,2014-2016,Kolkata Knight Riders,Batting,2014,2016
Q de Kock,2014-2016,Kolkata Knight Riders,Batting,2014,2016
JP Duminy,2014-2016,Kolkata Knight Riders,Batting,2014,2016
Imran Tahir,2014-2016,Kolkata Knight Riders,Batting,2014,2016
MA Agarwal,2014-2016,Kolkata Knight Riders,Bowling,2014,2016
NM Coulter-Nile,2014-2016,Kolkata Knight Riders,Bowling,2014,2016
Q de Kock,2014-2016,Kolkata Knight Riders,Bowling,2014,2016
JP Duminy,2014-2016,Kolkata Knight Riders,Bowling,2014,2016
Imran Tahir,2014-2016,Kolkata Knight Riders,Bowling,2014,2016
Mohammed Shami,2014-2018,Kolkata Knight Riders,Batting,2014,2018
Mohammed Shami,2014-2018,Kolkata Knight Riders,Bowling,2014,2018
JA Morkel,2015-2015,Kolkata Knight Riders,Batting,2015,2015
DJ Muthuswami,2015-2015,Kolkata Knight Riders,Batting,2015,2015
GS Sandhu,2015-2015,Kolkata Knight Riders,Batting,2015,2015
SS Tiwary,2015-2015,Kolkata Knight Riders,Batting,2015,2015
Yuvraj Singh,2015-2015,Kolkata Knight Riders,Batting,2015,2015
JA Morkel,2015-2015,Kolkata Knight Riders,Bowling,2015,2015
DJ Muthuswami,2015-2015,Kolkata Knight Riders,Bowling,2015,2015
GS Sandhu,2015-2015,Kolkata Knight Riders,Bowling,2015,2015
SS Tiwary,2015-2015,Kolkata Knight Riders,Bowling,2015,2015
Yuvraj Singh,2015-2015,Kolkata Knight Riders,Bowling,2015,2015
Z Khan,2015-2017,Kolkata Knight Riders,Batting,2015,2017
AD Mathews,2015-2017,Kolkata Knight Riders,Batting,2015,2017
J Yadav,2015-2017,Kolkata Knight Riders,Batting,2015,2017
Z Khan,2015-2017,Kolkata Knight Riders,Bowling,2015,2017
AD Mathews,2015-2017,Kolkata Knight Riders,Bowling,2015,2017
J Yadav,2015-2017,Kolkata Knight Riders,Bowling,2015,2017
SS Iyer,2015-2021,Kolkata Knight Riders,Batting,2015,2021
SS Iyer,2015-2021,Kolkata Knight Riders,Bowling,2015,2021
SW Billings,2016-2017,Kolkata Knight Riders,Batting,2016,2017
CR Brathwaite,2016-2017,Kolkata Knight Riders,Batting,2016,2017
SV Samson,2016-2017,Kolkata Knight Riders,Batting,2016,2017
SW Billings,2016-2017,Kolkata Knight Riders,Bowling,2016,2017
CR Brathwaite,2016-2017,Kolkata Knight Riders,Bowling,2016,2017
SV Samson,2016-2017,Kolkata Knight Riders,Bowling,2016,2017
CH Morris,2016-2019,Kolkata Knight Riders,Batting,2016,2019
CH Morris,2016-2019,Kolkata Knight Riders,Bowling,2016,2019
RR Pant,2016-2024,Kolkata Knight Riders,Batting,2016,2024
RR Pant,2016-2024,Kolkata Knight Riders,Bowling,2016,2024
KK Nair,2016-2025,Kolkata Knight Riders,Batting,2016,2025
KK Nair,2016-2025,Kolkata Knight Riders,Bowling,2016,2025
AR Bawne,2017-2017,Kolkata Knight Riders,Batting,2017,2017
CJ Anderson,2017-2017,Kolkata Knight Riders,Batting,2017,2017
PJ Cummins,2017-2017,Kolkata Knight Riders,Batting,2017,2017
MN Samuels,2017-2017,Kolkata Knight Riders,Batting,2017,2017
AP Tare,2017-2017,Kolkata Knight Riders,Batting,2017,2017
AR Bawne,2017-2017,Kolkata Knight Riders,Bowling,2017,2017
CJ Anderson,2017-2017,Kolkata Knight Riders,Bowling,2017,2017
PJ Cummins,2017-2017,Kolkata Knight Riders,Bowling,2017,2017
MN Samuels,2017-2017,Kolkata Knight Riders,Bowling,2017,2017
AP Tare,2017-2017,Kolkata Knight Riders,Bowling,2017,2017
K Rabada,2017-2021,Kolkata Knight Riders,Batting,2017,2021
K Rabada,2017-2021,Kolkata Knight Riders,Bowling,2017,2021
Abhishek Sharma,2018-2018,Kolkata Knight Riders,Batting,2018,2018
DT Christian,2018-2018,Kolkata Knight Riders,Batting,2018,2018
CJ Dala,2018-2018,Kolkata Knight Riders,Batting,2018,2018
LE Plunkett,2018-2018,Kolkata Knight Riders,Batting,2018,2018
JJ Roy,2018-2018,Kolkata Knight Riders,Batting,2018,2018
V Shankar,2018-2018,Kolkata Knight Riders,Batting,2018,2018
Abhishek Sharma,2018-2018,Kolkata Knight Riders,Bowling,2018,2018
DT Christian,2018-2018,Kolkata Knight Riders,Bowling,2018,2018
CJ Dala,2018-2018,Kolkata Knight Riders,Bowling,2018,2018
LE Plunkett,2018-2018,Kolkata Knight Riders,Bowling,2018,2018
JJ Roy,2018-2018,Kolkata Knight Riders,Bowling,2018,2018
V Shankar,2018-2018,Kolkata Knight Riders,Bowling,2018,2018
TA Boult,2018-2019,Kolkata Knight Riders,Batting,2018,2019
S Lamichhane,2018-2019,Kolkata Knight Riders,Batting,2018,2019
C Munro,2018-2019,Kolkata Knight Riders,Batting,2018,2019
R Tewatia,2018-2019,Kolkata Knight Riders,Batting,2018,2019
TA Boult,2018-2019,Kolkata Knight Riders,Bowling,2018,2019
S Lamichhane,2018-2019,Kolkata Knight Riders,Bowling,2018,2019
C Munro,2018-2019,Kolkata Knight Riders,Bowling,2018,2019
R Tewatia,2018-2019,Kolkata Knight Riders,Bowling,2018,2019
HV Patel,2018-2020,Kolkata Knight Riders,Batting,2018,2020
HV Patel,2018-2020,Kolkata Knight Riders,Bowling,2018,2020
Avesh Khan,2018-2021,Kolkata Knight Riders,Batting,2018,2021
Avesh Khan,2018-2021,Kolkata Knight Riders,Bowling,2018,2021
PP Shaw,2018-2024,Kolkata Knight Riders,Batting,2018,2024
PP Shaw,2018-2024,Kolkata Knight Riders,Bowling,2018,2024
KMA Paul,2019-2019,Kolkata Knight Riders,Batting,2019,2019
SE Rutherford,2019-2019,Kolkata Knight Riders,Batting,2019,2019
J Suchith,2019-2019,Kolkata Knight Riders,Batting,2019,2019
GH Vihari,2019-2019,Kolkata Knight Riders,Batting,2019,2019
KMA Paul,2019-2019,Kolkata Knight Riders,Bowling,2019,2019
SE Rutherford,2019-2019,Kolkata Knight Riders,Bowling,2019,2019
J Suchith,2019-2019,Kolkata Knight Riders,Bowling,2019,2019
GH Vihari,2019-2019,Kolkata Knight Riders,Bowling,2019,2019
I Sharma,2019-2024,Kolkata Knight Riders,Batting,2019,2024
I Sharma,2019-2024,Kolkata Knight Riders,Bowling,2019,2024
AR Patel,2019-2025,Kolkata Knight Riders,Batting,2019,2025
AR Patel,2019-2025,Kolkata Knight Riders,Bowling,2019,2025
AT Carey,2020-2020,Kolkata Knight Riders,Batting,2020,2020
TU Deshpande,2020-2020,Kolkata Knight Riders,Batting,2020,2020
DR Sams,2020-2020,Kolkata Knight Riders,Batting,2020,2020
AT Carey,2020-2020,Kolkata Knight Riders,Bowling,2020,2020
TU Deshpande,2020-2020,Kolkata Knight Riders,Bowling,2020,2020
DR Sams,2020-2020,Kolkata Knight Riders,Bowling,2020,2020
R Ashwin,2020-2021,Kolkata Knight Riders,Batting,2020,2021
SO Hetmyer,2020-2021,Kolkata Knight Riders,Batting,2020,2021
AM Rahane,2020-2021,Kolkata Knight Riders,Batting,2020,2021
MP Stoinis,2020-2021,Kolkata Knight Riders,Batting,2020,2021
R Ashwin,2020-2021,Kolkata Knight Riders,Bowling,2020,2021
SO Hetmyer,2020-2021,Kolkata Knight Riders,Bowling,2020,2021
AM Rahane,2020-2021,Kolkata Knight Riders,Bowling,2020,2021
MP Stoinis,2020-2021,Kolkata Knight Riders,Bowling,2020,2021
P Dubey,2020-2023,Kolkata Knight Riders,Batting,2020,2023
P Dubey,2020-2023,Kolkata Knight Riders,Bowling,2020,2023
A Nortje,2020-2024,Kolkata Knight Riders,Batting,2020,2024
A Nortje,2020-2024,Kolkata Knight Riders,Bowling,2020,2024
MM Sharma,2020-2025,Kolkata Knight Riders,Batting,2020,2025
MM Sharma,2020-2025,Kolkata Knight Riders,Bowling,2020,2025
TK Curran,2021-2021,Kolkata Knight Riders,Batting,2021,2021
LI Meriwala,2021-2021,Kolkata Knight Riders,Batting,2021,2021
SPD Smith,2021-2021,Kolkata Knight Riders,Batting,2021,2021
CR Woakes,2021-2021,Kolkata Knight Riders,Batting,2021,2021
TK Curran,2021-2021,Kolkata Knight Riders,Bowling,2021,2021
LI Meriwala,2021-2021,Kolkata Knight Riders,Bowling,2021,2021
SPD Smith,2021-2021,Kolkata Knight Riders,Bowling,2021,2021
CR Woakes,2021-2021,Kolkata Knight Riders,Bowling,2021,2021
RV Patel,2021-2023,Kolkata Knight Riders,Batting,2021,2023
RV Patel,2021-2023,Kolkata Knight Riders,Bowling,2021,2023
Lalit Yadav,2021-2024,Kolkata Knight Riders,Batting,2021,2024
Lalit Yadav,2021-2024,Kolkata Knight Riders,Bowling,2021,2024
KS Bharat,2022-2022,Kolkata Knight Riders,Batting,2022,2022
Mandeep Singh,2022-2022,Kolkata Knight Riders,Batting,2022,2022
KL Nagarkoti,2022-2022,Kolkata Knight Riders,Batting,2022,2022
TL Seifert,2022-2022,Kolkata Knight Riders,Batting,2022,2022
SN Thakur,2022-2022,Kolkata Knight Riders,Batting,2022,2022
KS Bharat,2022-2022,Kolkata Knight Riders,Bowling,2022,2022
Mandeep Singh,2022-2022,Kolkata Knight Riders,Bowling,2022,2022
KL Nagarkoti,2022-2022,Kolkata Knight Riders,Bowling,2022,2022
TL Seifert,2022-2022,Kolkata Knight Riders,Bowling,2022,2022
SN Thakur,2022-2022,Kolkata Knight Riders,Bowling,2022,2022
SN Khan,2022-2023,Kolkata Knight Riders,Batting,2022,2023
R Powell,2022-2023,Kolkata Knight Riders,Batting,2022,2023
C Sakariya,2022-2023,Kolkata Knight Riders,Batting,2022,2023
SN Khan,2022-2023,Kolkata Knight Riders,Bowling,2022,2023
R Powell,2022-2023,Kolkata Knight Riders,Bowling,2022,2023
C Sakariya,2022-2023,Kolkata Knight Riders,Bowling,2022,2023
KK Ahmed,2022-2024,Kolkata Knight Riders,Batting,2022,2024
MR Marsh,2022-2024,Kolkata Knight Riders,Batting,2022,2024
KK Ahmed,2022-2024,Kolkata Knight Riders,Bowling,2022,2024
MR Marsh,2022-2024,Kolkata Knight Riders,Bowling,2022,2024
Kuldeep Yadav,2022-2025,Kolkata Knight Riders,Batting,2022,2025
Mustafizur Rahman,2022-2025,Kolkata Knight Riders,Batting,2022,2025
Kuldeep Yadav,2022-2025,Kolkata Knight Riders,Bowling,2022,2025
Mustafizur Rahman,2022-2025,Kolkata Knight Riders,Bowling,2022,2025
Aman Hakim Khan,2023-2023,Kolkata Knight Riders,Batting,2023,2023
YV Dhull,2023-2023,Kolkata Knight Riders,Batting,2023,2023
PK Garg,2023-2023,Kolkata Knight Riders,Batting,2023,2023
MK Pandey,2023-2023,Kolkata Knight Riders,Batting,2023,2023
RR Rossouw,2023-2023,Kolkata Knight Riders,Batting,2023,2023
PD Salt,2023-2023,Kolkata Knight Riders,Batting,2023,2023
Aman Hakim Khan,2023-2023,Kolkata Knight Riders,Bowling,2023,2023
YV Dhull,2023-2023,Kolkata Knight Riders,Bowling,2023,2023
PK Garg,2023-2023,Kolkata Knight Riders,Bowling,2023,2023
MK Pandey,2023-2023,Kolkata Knight Riders,Bowling,2023,2023
RR Rossouw,2023-2023,Kolkata Knight Riders,Bowling,2023,2023
PD Salt,2023-2023,Kolkata Knight Riders,Bowling,2023,2023
Abishek Porel,2023-2025,Kolkata Knight Riders,Batting,2023,2025
Mukesh Kumar,2023-2025,Kolkata Knight Riders,Batting,2023,2025
Abishek Porel,2023-2025,Kolkata Knight Riders,Bowling,2023,2025
Mukesh Kumar,2023-2025,Kolkata Knight Riders,Bowling,2023,2025
RK Bhui,2024-2024,Kolkata Knight Riders,Batting,2024,2024
Gulbadin Naib,2024-2024,Kolkata Knight Riders,Batting,2024,2024
SD Hope,2024-2024,Kolkata Knight Riders,Batting,2024,2024
K Kushagra,2024-2024,Kolkata Knight Riders,Batting,2024,2024
Rasikh Salam,2024-2024,Kolkata Knight Riders,Batting,2024,2024
JA Richardson,2024-2024,Kolkata Knight Riders,Batting,2024,2024
Sumit Kumar,2024-2024,Kolkata Knight Riders,Batting,2024,2024
LB Williams,2024-2024,Kolkata Knight Riders,Batting,2024,2024
RK Bhui,2024-2024,Kolkata Knight Riders,Bowling,2024,2024
Gulbadin Naib,2024-2024,Kolkata Knight Riders,Bowling,2024,2024
SD Hope,2024-2024,Kolkata Knight Riders,Bowling,2024,2024
K Kushagra,2024-2024,Kolkata Knight Riders,Bowling,2024,2024
Rasikh Salam,2024-2024,Kolkata Knight Riders,Bowling,2024,2024
JA Richardson,2024-2024,Kolkata Knight Riders,Bowling,2024,2024
Sumit Kumar,2024-2024,Kolkata Knight Riders,Bowling,2024,2024
LB Williams,2024-2024,Kolkata Knight Riders,Bowling,2024,2024
J Fraser-McGurk,2024-2025,Kolkata Knight Riders,Batting,2024,2025
T Stubbs,2024-2025,Kolkata Knight Riders,Batting,2024,2025
J Fraser-McGurk,2024-2025,Kolkata Knight Riders,Bowling,2024,2025
T Stubbs,2024-2025,Kolkata Knight Riders,Bowling,2024,2025
PVD Chameera,2025-2025,Kolkata Knight Riders,Batting,2025,2025
F du Plessis,2025-2025,Kolkata Knight Riders,Batting,2025,2025
D Ferreira,2025-2025,Kolkata Knight Riders,Batting,2025,2025
T Natarajan,2025-2025,Kolkata Knight Riders,Batting,2025,2025
V Nigam,2025-2025,Kolkata Knight Riders,Batting,2025,2025
KL Rahul,2025-2025,Kolkata Knight Riders,Batting,2025,2025
Sameer Rizvi,2025-2025,Kolkata Knight Riders,Batting,2025,2025
Sediqullah Atal,2025-2025,Kolkata Knight Riders,Batting,2025,2025
AR Sharma,2025-2025,Kolkata Knight Riders,Batting,2025,2025
MA Starc,2025-2025,Kolkata Knight Riders,Batting,2025,2025
M Tiwari,2025-2025,Kolkata Knight Riders,Batting,2025,2025
PVD Chameera,2025-2025,Kolkata Knight Riders,Bowling,2025,2025
F du Plessis,2025-2025,Kolkata Knight Riders,Bowling,2025,2025
D Ferreira,2025-2025,Kolkata Knight Riders,Bowling,2025,2025
T Natarajan,2025-2025,Kolkata Knight Riders,Bowling,2025,2025
V Nigam,2025-2025,Kolkata Knight Riders,Bowling,2025,2025
KL Rahul,2025-2025,Kolkata Knight Riders,Bowling,2025,2025
Sameer Rizvi,2025-2025,Kolkata Knight Riders,Bowling,2025,2025
Sediqullah Atal,2025-2025,Kolkata Knight Riders,Bowling,2025,2025
AR Sharma,2025-2025,Kolkata Knight Riders,Bowling,2025,2025
MA Starc,2025-2025,Kolkata Knight Riders,Bowling,2025,2025
M Tiwari,2025-2025,Kolkata Knight Riders,Bowling,2025,2025
VR Aaron,2022-2022,Lucknow Super Giants,Batting,2022,2022
LH Ferguson,2022-2022,Lucknow Super Giants,Batting,2022,2022
PJ Sangwan,2022-2022,Lucknow Super Giants,Batting,2022,2022
VR Aaron,2022-2022,Lucknow Super Giants,Bowling,2022,2022
LH Ferguson,2022-2022,Lucknow Super Giants,Bowling,2022,2022
PJ Sangwan,2022-2022,Lucknow Super Giants,Bowling,2022,2022
AS Joseph,2022-2023,Lucknow Super Giants,Batting,2022,2023
Mohammed Shami,2022-2023,Lucknow Super Giants,Batting,2022,2023
HH Pandya,2022-2023,Lucknow Super Giants,Batting,2022,2023
Yash Dayal,2022-2023,Lucknow Super Giants,Batting,2022,2023
AS Joseph,2022-2023,Lucknow Super Giants,Bowling,2022,2023
Mohammed Shami,2022-2023,Lucknow Super Giants,Bowling,2022,2023
HH Pandya,2022-2023,Lucknow Super Giants,Bowling,2022,2023
Yash Dayal,2022-2023,Lucknow Super Giants,Bowling,2022,2023
A Manohar,2022-2024,Lucknow Super Giants,Batting,2022,2024
DA Miller,2022-2024,Lucknow Super Giants,Batting,2022,2024
DG Nalkande,2022-2024,Lucknow Super Giants,Batting,2022,2024
WP Saha,2022-2024,Lucknow Super Giants,Batting,2022,2024
V Shankar,2022-2024,Lucknow Super Giants,Batting,2022,2024
MS Wade,2022-2024,Lucknow Super Giants,Batting,2022,2024
A Manohar,2022-2024,Lucknow Super Giants,Bowling,2022,2024
DA Miller,2022-2024,Lucknow Super Giants,Bowling,2022,2024
DG Nalkande,2022-2024,Lucknow Super Giants,Bowling,2022,2024
WP Saha,2022-2024,Lucknow Super Giants,Bowling,2022,2024
V Shankar,2022-2024,Lucknow Super Giants,Bowling,2022,2024
MS Wade,2022-2024,Lucknow Super Giants,Bowling,2022,2024
Rashid Khan,2022-2025,Lucknow Super Giants,Batting,2022,2025
B Sai Sudharsan,2022-2025,Lucknow Super Giants,Batting,2022,2025
R Sai Kishore,2022-2025,Lucknow Super Giants,Batting,2022,2025
Shubman Gill,2022-2025,Lucknow Super Giants,Batting,2022,2025
R Tewatia,2022-2025,Lucknow Super Giants,Batting,2022,2025
Rashid Khan,2022-2025,Lucknow Super Giants,Bowling,2022,2025
B Sai Sudharsan,2022-2025,Lucknow Super Giants,Bowling,2022,2025
R Sai Kishore,2022-2025,Lucknow Super Giants,Bowling,2022,2025
Shubman Gill,2022-2025,Lucknow Super Giants,Bowling,2022,2025
R Tewatia,2022-2025,Lucknow Super Giants,Bowling,2022,2025
MD Shanaka,2023-2023,Lucknow Super Giants,Batting,2023,2023
J Yadav,2023-2023,Lucknow Super Giants,Batting,2023,2023
MD Shanaka,2023-2023,Lucknow Super Giants,Bowling,2023,2023
J Yadav,2023-2023,Lucknow Super Giants,Bowling,2023,2023
JB Little,2023-2024,Lucknow Super Giants,Batting,2023,2024
Noor Ahmad,2023-2024,Lucknow Super Giants,Batting,2023,2024
MM Sharma,2023-2024,Lucknow Super Giants,Batting,2023,2024
KS Williamson,2023-2024,Lucknow Super Giants,Batting,2023,2024
JB Little,2023-2024,Lucknow Super Giants,Bowling,2023,2024
Noor Ahmad,2023-2024,Lucknow Super Giants,Bowling,2023,2024
MM Sharma,2023-2024,Lucknow Super Giants,Bowling,2023,2024
KS Williamson,2023-2024,Lucknow Super Giants,Bowling,2023,2024
Azmatullah Omarzai,2024-2024,Lucknow Super Giants,Batting,2024,2024
SH Johnson,2024-2024,Lucknow Super Giants,Batting,2024,2024
Kartik Tyagi,2024-2024,Lucknow Super Giants,Batting,2024,2024
S Sandeep Warrier,2024-2024,Lucknow Super Giants,Batting,2024,2024
BR Sharath,2024-2024,Lucknow Super Giants,Batting,2024,2024
MJ Suthar,2024-2024,Lucknow Super Giants,Batting,2024,2024
UT Yadav,2024-2024,Lucknow Super Giants,Batting,2024,2024
Azmatullah Omarzai,2024-2024,Lucknow Super Giants,Bowling,2024,2024
SH Johnson,2024-2024,Lucknow Super Giants,Bowling,2024,2024
